Kategorie: Alle Kategorien

Region,Donald Trump: (14.01.16 bis 14.01.16),Hillary Clinton: (14.01.16 bis 14.01.16)
Vermont,68%,32%
Maine,71%,29%
Iowa,74%,26%
West Virginia,88%,12%
New Hampshire,69%,31%
Delaware,81%,19%
Connecticut,88%,12%
New York,75%,25%
New Jersey,81%,19%
District of Columbia,69%,31%
Illinois,73%,27%
Wyoming,,100%
Virginia,78%,22%
Alaska,100%,
Massachusetts,75%,25%
North Carolina,80%,20%
Wisconsin,71%,29%
Nevada,80%,20%
Nebraska,60%,40%
Ohio,79%,21%
Kentucky,74%,26%
Louisiana,78%,22%
Arizona,77%,23%
Minnesota,72%,28%
Hawaii,83%,17%
Colorado,83%,17%
Tennessee,73%,27%
Michigan,82%,18%
Oklahoma,71%,29%
Florida,77%,23%
Pennsylvania,70%,30%
South Carolina,73%,27%
Washington,66%,34%
Montana,73%,27%
Texas,76%,24%
Maryland,73%,27%
California,73%,27%
Rhode Island,61%,39%
South Dakota,51%,49%
Arkansas,74%,26%
Indiana,82%,18%
Missouri,65%,35%
Oregon,69%,31%
Georgia,71%,29%
Alabama,63%,37%
Kansas,66%,34%
Idaho,76%,24%
Mississippi,74%,26%
Utah,58%,42%
New Mexico,46%,54%
North Dakota,51%,49%
