Kategorie: Alle Kategorien

Region,Donald Trump: (17.11.15 bis 17.11.15),Hillary Clinton: (17.11.15 bis 17.11.15)
Tennessee,87%,13%
Iowa,81%,19%
New Mexico,100%,
Kentucky,91%,9%
Massachusetts,81%,19%
Hawaii,81%,19%
New Jersey,75%,25%
Missouri,83%,17%
Rhode Island,47%,53%
West Virginia,100%,
Nebraska,74%,26%
Minnesota,79%,21%
Vermont,100%,
North Carolina,84%,16%
Connecticut,86%,14%
Maryland,87%,13%
Florida,80%,20%
Oklahoma,64%,36%
Nevada,43%,57%
New York,76%,24%
South Dakota,61%,39%
California,74%,26%
Pennsylvania,76%,24%
Arkansas,67%,33%
Oregon,76%,24%
Utah,86%,14%
South Carolina,86%,14%
District of Columbia,64%,36%
Wisconsin,81%,19%
Virginia,81%,19%
Arizona,71%,29%
Ohio,73%,27%
Idaho,61%,39%
Illinois,75%,25%
Wyoming,,100%
Colorado,86%,14%
Michigan,77%,23%
Texas,77%,23%
New Hampshire,51%,49%
Maine,51%,49%
Georgia,72%,28%
Alabama,45%,55%
North Dakota,51%,49%
Alaska,51%,49%
Delaware,100%,
Indiana,64%,36%
Washington,55%,45%
Montana,100%,
Kansas,65%,35%
Mississippi,44%,56%
Louisiana,55%,45%
