Kategorie: Alle Kategorien

Region,Donald Trump: (25.07.16 bis 25.07.16),Hillary Clinton: (25.07.16 bis 25.07.16)
Vermont,53%,47%
New Hampshire,71%,29%
West Virginia,60%,40%
Wyoming,59%,41%
Pennsylvania,45%,55%
Idaho,34%,66%
Virginia,60%,40%
District of Columbia,53%,47%
New Jersey,51%,49%
Alaska,33%,67%
Delaware,46%,54%
New York,53%,47%
North Dakota,44%,56%
Maryland,55%,45%
North Carolina,55%,45%
Alabama,56%,44%
Rhode Island,35%,65%
Massachusetts,47%,53%
Tennessee,53%,47%
Maine,45%,55%
Louisiana,53%,47%
Missouri,57%,43%
Ohio,55%,45%
Washington,46%,54%
Connecticut,52%,48%
Florida,57%,43%
Montana,84%,16%
Arkansas,54%,46%
Oklahoma,44%,56%
Kansas,46%,54%
Illinois,55%,45%
Indiana,48%,52%
Arizona,60%,40%
California,53%,47%
Oregon,45%,55%
Nevada,50%,50%
New Mexico,60%,40%
Minnesota,54%,46%
Texas,53%,47%
Mississippi,49%,51%
Michigan,57%,43%
Kentucky,52%,48%
Georgia,51%,49%
South Carolina,54%,46%
Utah,50%,50%
Iowa,39%,61%
Nebraska,50%,50%
Colorado,50%,50%
Wisconsin,56%,44%
South Dakota,,100%
Hawaii,43%,57%
