Kategorie: Alle Kategorien

Region,Donald Trump: (04.07.16 bis 04.07.16),Hillary Clinton: (04.07.16 bis 04.07.16)
North Dakota,75%,25%
South Dakota,75%,25%
New Jersey,63%,37%
Maine,55%,45%
Pennsylvania,63%,37%
Colorado,70%,30%
Alabama,65%,35%
Wisconsin,70%,30%
Louisiana,82%,18%
Connecticut,58%,42%
Oregon,57%,43%
District of Columbia,52%,48%
Massachusetts,63%,37%
Maryland,60%,40%
Virginia,60%,40%
Georgia,63%,37%
Michigan,64%,36%
California,60%,40%
New York,56%,44%
Arkansas,34%,66%
Ohio,67%,33%
Florida,60%,40%
Illinois,59%,41%
Washington,52%,48%
Idaho,73%,27%
New Hampshire,62%,38%
Tennessee,54%,46%
South Carolina,61%,39%
Delaware,55%,45%
Minnesota,61%,39%
Arizona,50%,50%
New Mexico,53%,47%
Nevada,57%,43%
North Carolina,50%,50%
Hawaii,36%,64%
Texas,60%,40%
Vermont,40%,60%
Iowa,71%,29%
Kentucky,49%,51%
Indiana,52%,48%
Kansas,67%,33%
Wyoming,,100%
Alaska,60%,40%
West Virginia,50%,50%
Missouri,47%,53%
Nebraska,54%,46%
Montana,60%,40%
Oklahoma,48%,52%
Rhode Island,43%,57%
Mississippi,50%,50%
Utah,50%,50%
