Kategorie: Alle Kategorien

Region,Donald Trump: (27.11.15 bis 27.11.15),Hillary Clinton: (27.11.15 bis 27.11.15)
Idaho,88%,12%
North Dakota,69%,31%
Montana,100%,
Connecticut,80%,20%
New Jersey,87%,13%
Indiana,81%,19%
Rhode Island,100%,
Massachusetts,80%,20%
Arizona,82%,18%
Alaska,100%,
Wyoming,100%,
Kentucky,100%,
Maryland,85%,15%
West Virginia,100%,
Colorado,89%,11%
New York,87%,13%
Pennsylvania,89%,11%
Nevada,100%,
Florida,84%,16%
California,88%,12%
New Mexico,72%,28%
Vermont,51%,49%
Hawaii,72%,28%
Missouri,88%,12%
Michigan,81%,19%
New Hampshire,68%,32%
Ohio,81%,19%
Alabama,84%,16%
Louisiana,83%,17%
Iowa,83%,17%
South Carolina,100%,
Georgia,84%,16%
South Dakota,100%,
Oklahoma,100%,
Illinois,88%,12%
Oregon,76%,24%
Utah,58%,42%
Delaware,51%,49%
Virginia,81%,19%
Minnesota,86%,14%
Nebraska,100%,
District of Columbia,66%,34%
Texas,84%,16%
Mississippi,68%,32%
Washington,83%,17%
Kansas,100%,
Maine,61%,39%
North Carolina,80%,20%
Wisconsin,85%,15%
Arkansas,68%,32%
Tennessee,84%,16%
