Kategorie: Alle Kategorien

Region,Donald Trump: (18.07.16 bis 18.07.16),Hillary Clinton: (18.07.16 bis 18.07.16)
District of Columbia,59%,41%
Ohio,69%,31%
Kentucky,68%,32%
Maryland,68%,32%
Massachusetts,64%,36%
Vermont,71%,29%
Mississippi,74%,26%
New Jersey,63%,37%
Virginia,71%,29%
Montana,61%,39%
New York,64%,36%
Rhode Island,72%,28%
Illinois,68%,32%
Michigan,68%,32%
Alaska,23%,77%
Florida,67%,33%
Georgia,69%,31%
South Carolina,66%,34%
Louisiana,74%,26%
Arkansas,57%,43%
North Carolina,71%,29%
Colorado,72%,28%
Kansas,78%,22%
Alabama,66%,34%
California,67%,33%
Tennessee,62%,38%
Connecticut,65%,35%
Pennsylvania,57%,43%
New Hampshire,61%,39%
Wisconsin,61%,39%
Oklahoma,64%,36%
Arizona,64%,36%
Maine,62%,38%
Indiana,67%,33%
Texas,64%,36%
Iowa,58%,42%
South Dakota,57%,43%
Oregon,78%,22%
Washington,65%,35%
Utah,62%,38%
Missouri,57%,43%
Minnesota,53%,47%
Delaware,68%,32%
Idaho,70%,30%
Nevada,61%,39%
Wyoming,100%,
North Dakota,51%,49%
Nebraska,61%,39%
West Virginia,59%,41%
Hawaii,65%,35%
New Mexico,58%,42%
