Kategorie: Alle Kategorien

Region,Donald Trump: (16.04.16 bis 16.04.16),Hillary Clinton: (16.04.16 bis 16.04.16)
Connecticut,75%,25%
Wyoming,34%,66%
West Virginia,100%,
New York,60%,40%
Nebraska,82%,18%
Hawaii,61%,39%
New Hampshire,67%,33%
New Jersey,64%,36%
Vermont,34%,66%
District of Columbia,61%,39%
Delaware,46%,54%
Arizona,74%,26%
Utah,81%,19%
Maine,59%,41%
South Dakota,34%,66%
Idaho,58%,42%
Maryland,55%,45%
Nevada,50%,50%
Florida,69%,31%
New Mexico,59%,41%
North Dakota,51%,49%
North Carolina,74%,26%
Tennessee,67%,33%
Arkansas,64%,36%
Indiana,62%,38%
Illinois,65%,35%
Alabama,73%,27%
Pennsylvania,58%,42%
Virginia,60%,40%
Michigan,66%,34%
Minnesota,69%,31%
Mississippi,65%,35%
Washington,57%,43%
California,56%,44%
Oregon,44%,56%
Georgia,68%,32%
Massachusetts,48%,52%
Louisiana,73%,27%
Montana,43%,57%
Oklahoma,61%,39%
Rhode Island,56%,44%
Alaska,60%,40%
Wisconsin,69%,31%
Kentucky,66%,34%
Colorado,55%,45%
Texas,69%,31%
Iowa,77%,23%
South Carolina,47%,53%
Missouri,54%,46%
Ohio,66%,34%
Kansas,69%,31%
