Kategorie: Alle Kategorien

Region,Donald Trump: (24.11.15 bis 24.11.15),Hillary Clinton: (24.11.15 bis 24.11.15)
Maine,100%,
Montana,81%,19%
Vermont,72%,28%
New Hampshire,56%,44%
South Carolina,88%,12%
Hawaii,83%,17%
Ohio,91%,9%
Nevada,84%,16%
Washington,87%,13%
Delaware,100%,
Alabama,75%,25%
Oklahoma,84%,16%
New Jersey,83%,17%
New York,85%,15%
Kentucky,86%,14%
Rhode Island,65%,35%
Oregon,81%,19%
Massachusetts,83%,17%
Arizona,83%,17%
Virginia,79%,21%
Connecticut,77%,23%
Utah,89%,11%
Florida,87%,13%
Tennessee,83%,17%
District of Columbia,79%,21%
Missouri,83%,17%
West Virginia,57%,43%
Indiana,82%,18%
Arkansas,78%,22%
Maryland,78%,22%
Illinois,87%,13%
Pennsylvania,77%,23%
North Carolina,86%,14%
Louisiana,76%,24%
Colorado,57%,43%
Michigan,87%,13%
California,81%,19%
Wyoming,100%,
Nebraska,83%,17%
Georgia,79%,21%
Wisconsin,77%,23%
Minnesota,77%,23%
Iowa,62%,38%
Texas,82%,18%
Mississippi,72%,28%
South Dakota,100%,
North Dakota,100%,
Alaska,100%,
Kansas,76%,24%
New Mexico,61%,39%
Idaho,61%,39%
