Kategorie: Alle Kategorien

Region,Donald Trump: (26.03.16 bis 26.03.16),Hillary Clinton: (26.03.16 bis 26.03.16)
Vermont,71%,29%
District of Columbia,79%,21%
New Jersey,80%,20%
Washington,45%,55%
Mississippi,71%,29%
Utah,76%,24%
Arizona,83%,17%
Massachusetts,74%,26%
Wisconsin,76%,24%
Iowa,82%,18%
Minnesota,73%,27%
Montana,71%,29%
New York,74%,26%
Maryland,83%,17%
Delaware,83%,17%
New Mexico,79%,21%
Connecticut,71%,29%
Pennsylvania,72%,28%
California,73%,27%
Missouri,73%,27%
West Virginia,65%,35%
Florida,81%,19%
Idaho,61%,39%
North Carolina,75%,25%
Tennessee,71%,29%
Michigan,78%,22%
New Hampshire,63%,37%
Oregon,76%,24%
North Dakota,62%,38%
Kentucky,80%,20%
Arkansas,69%,31%
Rhode Island,64%,36%
Illinois,76%,24%
Alaska,52%,48%
Indiana,77%,23%
South Dakota,76%,24%
Virginia,81%,19%
Georgia,86%,14%
Kansas,85%,15%
South Carolina,85%,15%
Hawaii,58%,42%
Nevada,76%,24%
Texas,77%,23%
Nebraska,90%,10%
Oklahoma,78%,22%
Ohio,69%,31%
Alabama,80%,20%
Louisiana,76%,24%
Wyoming,100%,
Colorado,65%,35%
Maine,68%,32%
