Kategorie: Alle Kategorien

Region,Donald Trump: (24.03.16 bis 24.03.16),Hillary Clinton: (24.03.16 bis 24.03.16)
Utah,83%,17%
Rhode Island,82%,18%
Arizona,75%,25%
Delaware,67%,33%
Mississippi,93%,7%
Alabama,89%,11%
District of Columbia,74%,26%
Maine,78%,22%
New Jersey,83%,17%
Oklahoma,86%,14%
Kansas,87%,13%
Wisconsin,83%,17%
Connecticut,84%,16%
Missouri,82%,18%
Indiana,87%,13%
Massachusetts,74%,26%
Georgia,85%,15%
New York,80%,20%
Vermont,73%,27%
New Mexico,86%,14%
Colorado,81%,19%
West Virginia,81%,19%
Pennsylvania,84%,16%
Louisiana,83%,17%
Florida,83%,17%
Iowa,80%,20%
Michigan,82%,18%
North Carolina,83%,17%
Kentucky,86%,14%
California,73%,27%
Ohio,80%,20%
Maryland,84%,16%
Illinois,77%,23%
Washington,65%,35%
South Carolina,80%,20%
Texas,81%,19%
Nevada,70%,30%
Virginia,84%,16%
Idaho,82%,18%
Oregon,68%,32%
North Dakota,81%,19%
Minnesota,80%,20%
Tennessee,80%,20%
Hawaii,78%,22%
Nebraska,89%,11%
New Hampshire,77%,23%
Wyoming,100%,
Montana,68%,32%
South Dakota,52%,48%
Arkansas,78%,22%
Alaska,52%,48%
