Kategorie: Alle Kategorien

Region,Donald Trump: (29.04.16 bis 29.04.16),Hillary Clinton: (29.04.16 bis 29.04.16)
Indiana,79%,21%
California,82%,18%
Wyoming,76%,24%
New Jersey,74%,26%
Rhode Island,78%,22%
Maryland,70%,30%
Massachusetts,72%,28%
Pennsylvania,68%,32%
Mississippi,89%,11%
Connecticut,64%,36%
Nevada,71%,29%
District of Columbia,66%,34%
New York,72%,28%
South Dakota,79%,21%
Delaware,76%,24%
Kentucky,79%,21%
Arizona,79%,21%
Nebraska,69%,31%
Michigan,76%,24%
Oregon,69%,31%
West Virginia,47%,53%
Oklahoma,72%,28%
Tennessee,74%,26%
Iowa,82%,18%
Illinois,73%,27%
Colorado,72%,28%
New Hampshire,80%,20%
North Dakota,62%,38%
Washington,70%,30%
Montana,79%,21%
North Carolina,77%,23%
Virginia,75%,25%
Arkansas,76%,24%
Georgia,78%,22%
Maine,57%,43%
Wisconsin,76%,24%
Ohio,77%,23%
Florida,74%,26%
Missouri,78%,22%
Louisiana,78%,22%
Hawaii,63%,37%
Texas,75%,25%
New Mexico,81%,19%
Alabama,67%,33%
Minnesota,67%,33%
South Carolina,71%,29%
Utah,59%,41%
Idaho,60%,40%
Kansas,53%,47%
Vermont,41%,59%
Alaska,,100%
