Kategorie: Alle Kategorien

Region,Donald Trump: (10.01.16 bis 10.01.16),Hillary Clinton: (10.01.16 bis 10.01.16)
Iowa,70%,30%
Massachusetts,81%,19%
Vermont,57%,43%
Alabama,86%,14%
New Hampshire,49%,51%
Nevada,81%,19%
New Jersey,78%,22%
Delaware,76%,24%
North Carolina,80%,20%
Pennsylvania,82%,18%
New York,73%,27%
Connecticut,67%,33%
South Dakota,45%,55%
Indiana,80%,20%
District of Columbia,75%,25%
Georgia,87%,13%
Kansas,90%,10%
Rhode Island,76%,24%
Virginia,77%,23%
Idaho,79%,21%
South Carolina,79%,21%
Florida,78%,22%
Alaska,61%,39%
Montana,100%,
California,77%,23%
Illinois,70%,30%
Maryland,72%,28%
Washington,68%,32%
Minnesota,85%,15%
Wyoming,100%,
Texas,82%,18%
Ohio,77%,23%
North Dakota,61%,39%
Tennessee,78%,22%
Oregon,60%,40%
Arizona,84%,16%
Michigan,75%,25%
Colorado,80%,20%
Louisiana,72%,28%
Mississippi,81%,19%
Utah,87%,13%
Kentucky,84%,16%
Maine,72%,28%
Arkansas,81%,19%
Nebraska,79%,21%
Wisconsin,72%,28%
Hawaii,56%,44%
New Mexico,76%,24%
Missouri,59%,41%
Oklahoma,84%,16%
West Virginia,100%,
