Kategorie: Alle Kategorien

Region,Donald Trump: (21.04.16 bis 21.04.16),Hillary Clinton: (21.04.16 bis 21.04.16)
Delaware,76%,24%
West Virginia,75%,25%
Connecticut,63%,37%
Indiana,77%,23%
Pennsylvania,66%,34%
Alaska,81%,19%
District of Columbia,57%,43%
New York,63%,37%
Maryland,75%,25%
New Jersey,70%,30%
Idaho,72%,28%
Oregon,66%,34%
South Carolina,83%,17%
Kentucky,75%,25%
Iowa,65%,35%
Michigan,75%,25%
North Carolina,74%,26%
Nevada,76%,24%
North Dakota,76%,24%
Massachusetts,62%,38%
Nebraska,69%,31%
Ohio,78%,22%
Maine,76%,24%
Illinois,73%,27%
California,68%,32%
Rhode Island,54%,46%
New Mexico,70%,30%
Virginia,63%,37%
Tennessee,73%,27%
Florida,70%,30%
Texas,72%,28%
Louisiana,80%,20%
Georgia,68%,32%
Minnesota,73%,27%
Alabama,69%,31%
Missouri,73%,27%
Montana,100%,
Arizona,69%,31%
Vermont,68%,32%
South Dakota,100%,
Oklahoma,70%,30%
Wisconsin,61%,39%
Kansas,78%,22%
New Hampshire,61%,39%
Hawaii,73%,27%
Utah,76%,24%
Washington,57%,43%
Arkansas,66%,34%
Mississippi,72%,28%
Colorado,54%,46%
Wyoming,100%,
